Unnamed: 0,product_name,selling_price,actual_price,average_rating,rating_and_rivew,ram,SSD,processor,operating_system,exchange_offer,display_size,battery_life
74,ASUS Zenbook S 13 Ryzen 7 Octa Core 6800U - (16 GB/1 TB SSD/Windows 11 Home) UM5302TA-LX702WS Thin and...,"₹1,46,990",0,0.0,0,16 GB LPDDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,Bank Offer,33.78 cm (13.3 Inch) Touchscreen Display,10 hours
75,ASUS ROG Core i7 7th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX ...,"₹1,46,490",0,3.0,2 Ratings & 1 Reviews,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i7 Processor (7th Gen),"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)","Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,7 hours
76,ASUS TUF Gaming F15 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 306...,"₹1,44,990","₹1,88,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i9 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,10 hours
77,acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,44,990","₹1,69,999",5.0,3 Ratings & 0 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i9 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,6 hours
78,ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphic...,"₹1,44,500","₹1,58,990",4.4,63 Ratings & 11 Reviews,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display,4 hours
79,HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) 16-B1351TX Laptop,"₹1,44,128",0,0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 inch) Display,7 hours
80,ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060- 6GB)...,"₹1,44,000","₹1,65,000",0.0,0,16 GB LPDDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,5 hours
81,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,"₹1,43,990","₹1,76,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,5 hours
82,Lenovo Yoga Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and Light Laptop,"₹1,42,990","₹2,23,890",2.5,2 Ratings & 1 Reviews,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,5 hours
83,ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,42,990","₹1,69,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,4 hours
84,Lenovo Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹1,42,990","₹1,95,890",4.8,27 Ratings & 4 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",40.64 cm (16 inch) Display,6 hours
85,ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA ...,"₹1,41,990","₹1,89,990",4.1,75 Ratings & 15 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inches) Display,8 hours
86,Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB15 ITL G2 Thin and Light Lapt...,"₹1,40,131",0,4.2,9 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",38.1 cm (15 inch) Display,4 hours
87,acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,39,990","₹1,79,990",3.0,2 Ratings & 1 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i9 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,10 hours
88,MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/...,"₹1,39,990","₹1,88,990",4.5,4 Ratings & 1 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor (5th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,8 hours
89,ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA ...,"₹1,39,990","₹1,87,990",4.3,257 Ratings & 41 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,10 hours
90,MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) Pulse GL...,"₹1,39,990","₹1,56,990",4.1,7 Ratings & 4 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,7 hours
91,ASUS ROG Zephyrus M16 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,"₹1,39,990","₹1,94,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",40.64 cm (16 inch) Display,4 hours
92,HP OMEN Ryzen 9 Octa Core 5900H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX 6600M) 1...,"₹1,39,980","₹1,59,999",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,Bank Offer,40.89 cm (16.1 inch) Display,4 hours
93,ASUS ROG Zephyrus G14 Ryzen 9 Octa Core AMD Ryzen™ 9 5900HS Processor 5th Gen - (16 GB/1 TB SSD/Window...,"₹1,37,990","₹1,94,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,ASUS ROG Zephyrus G14 Ryzen 9 Octa Core AMD Ryzen™ 9 5900HS Processor 5th Gen - (16 GB/1 TB SSD/Window...,64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display,12 hours
94,ASUS VivoBook Pro 15 OLED Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹1,37,990",0,0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,8 hours
95,ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,37,990","₹1,63,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,43.94 cm (17.3 inch) Display,7 hours
96,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,36,990","₹1,96,990",0.0,0,32 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,Windows 10 Operating System,Bank Offer,34.04 cm (13.4 inch) Touchscreen Display,10 hours
97,ASUS ROG Flow Z13 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/NA/120 Hz) GZ301ZA-LD049...,"₹1,36,990","₹1,79,990",0.0,0,16 GB DDR5 RAM,512 GB SSD,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,0,34.04 cm (13.4 inch) Touchscreen Display,6 hours
98,HP Spectre x360 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) 13-ap0121TU 2 in 1 Laptop,"₹1,36,590","₹1,51,133",0.0,0,8 GB DDR4 RAM,256 GB SSD,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Touchscreen Display,10 hours
99,MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 307...,"₹1,35,990","₹1,79,990",4.4,34 Ratings & 5 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 Inch) Display,4 hours
100,ASUS Zenbook 14 Flip Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home) UN5401QA-KN901WS Thin...,"₹1,34,990","₹1,70,990",0.0,0,16 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 Inch) Touchscreen Display,10 hours
101,HP Omen Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060) ...,"₹1,34,090","₹1,55,442",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 Inch) Display,10 hours
102,HP Spectre x360 14 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) 14-ea0541TU 2 in 1 La...,"₹1,33,490","₹1,78,464",0.0,0,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",34.29 cm (13.5 inch) Touchscreen Display,10 hours
103,APPLE 2020 Macbook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYD92HN/A,"₹1,32,990","₹1,42,900",4.6,435 Ratings & 47 Reviews,8 GB DDR4 RAM,512 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,7 hours
104,ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and ...,"₹1,32,790","₹1,72,990",0.0,0,8 GB LPDDR3 RAM,512 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,5 hours
105,HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) ...,"₹1,32,717",0,0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 Inch) Display,6 hours
106,Avita Admiror Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) NS14A5INR672-BB Thin and Light Lapto...,"₹1,32,590",0,0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display,10 hours
107,MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,"₹1,32,490","₹1,45,990",4.5,730 Ratings & 107 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange","15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)",4 hours
108,DELL XPS Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) XPS 9300 Thin and Light Laptop,"₹1,32,390","₹1,54,446",0.0,0,8 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Display,7 hours
109,Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce...,"₹1,30,990","₹1,81,890",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,6 hours
110,DELL G15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 3060/120 Hz) G...,"₹1,30,990","₹1,56,404",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,12 hours
111,ASUS Vivobook Pro 16X OLED (2021) Ryzen 9 Octa Core 5900H 9th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 ...,"₹1,30,500","₹1,62,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor (9th Gen),64 bit Windows 11 Operating System,Bank Offer,40.64 cm (16 Inch) Display,10 hours
112,acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹1,29,999",0,0.0,0,16 GB DDR4 RAM,1 TB HDD|512 GB SSD,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,5 hours
113,acer Predator Helios 300 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹1,29,999",0,4.5,"3,227 Ratings & 693 Reviews",8 GB DDR4 RAM,128 GB SSD for Reduced Boot Up Time and in Game Loading,Intel Core i5 Processor (7th Gen),"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)","Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,5 hours
114,acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,29,990","₹1,49,990",4.5,55 Ratings & 7 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inches) Display,7 hours
115,Lenovo Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) Thinkpad P43s Thin and Light ...,"₹1,29,990","₹2,44,801",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display,12 hours
116,ASUS ROG Zephyrus G15 (2020) Ryzen 9 Octa Core 4900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/...,"₹1,29,990","₹1,59,990",4.4,192 Ratings & 38 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,12 hours
117,"ASUS Rog Strix G15 Ryzen 9 Octa Core AMD Ryzen™ 9 5900H Processor 3.0 GHz (16M Cache, up to 4.6 GHz) 5...","₹1,29,990","₹1,66,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,"ASUS Rog Strix G15 Ryzen 9 Octa Core AMD Ryzen™ 9 5900H Processor 3.0 GHz (16M Cache, up to 4.6 GHz) 5...",64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,7 hours
118,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,29,990","₹1,94,990",4.2,44 Ratings & 11 Reviews,32 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",34.04 cm (13.4 inch) Touchscreen Display,7 hours
119,ASUS Ryzen 9 Octa Core 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX RTX...,"₹1,29,990","₹2,10,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor (11th Gen),Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display,5 hours
120,APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEH3HN/A,"₹1,29,900",0,0.0,0,,256 GB SSD,Apple M2 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 Inch) Display,10 hours
121,APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEP3HN/A,"₹1,29,900",0,0.0,0,,256 GB SSD,Apple M2 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 Inch) Display,7 hours
122,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,28,000","₹1,75,990",4.1,8 Ratings & 2 Reviews,16 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,0,34.04 cm (13.4 inch) Touchscreen Display,7 hours
123,DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G...,"₹1,27,990","₹1,64,987",0.0,0,16 GB DDR5 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,"No Cost EMI from ₹10,666/month",39.62 cm (15.6 Inch) Display,12 hours
124,HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 13-aw0211TU 2 in 1 Laptop,"₹1,26,000","₹1,52,042",5.0,2 Ratings & 1 Reviews,8 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Touchscreen Display,8 hours
125,ASUS TUF Gaming A17 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹1,25,990","₹1,53,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,0,43.94 cm (17.3 Inch) Display,7 hours
126,ASUS TUF Gaming A17 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹1,25,990","₹1,53,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,0,43.94 cm (17.3 Inch) Display,8 hours
127,HP OMEN Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/AMD Radeon RX 6600M) 16-C0140AX Gami...,"₹1,25,500","₹1,39,999",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,0,40.89 cm (16.1 inch) Display,7 hours
128,Lenovo ThinkPad Core i5 10th Gen - (8 GB/512 GB HDD/512 GB SSD/Windows 10 Pro) T14 Thin and Light Lapt...,"₹1,25,394","₹1,46,680",0.0,0,8 GB DDR4 RAM,512 GB HDD|512 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 Inch) Touchscreen Display,8 hours
129,ASUS Vivobook Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) M7600QC-L2044W...,"₹1,24,990","₹1,62,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,0,40.64 cm (16 inch) Display,10 hours
130,ASUS ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ143TS Thi...,"₹1,24,990","₹1,46,990",4.4,18 Ratings & 1 Reviews,16 GB LPDDR3 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,4 hours
131,ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹1,23,990","₹1,47,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,0,43.94 cm (17.3 Inch) Display,4 hours
132,ASUS Zenbook S 13 Ryzen 5 Hexa Core 6600U - (16 GB/512 GB SSD/Windows 11 Home) UM5302TA-LX501WS Thin a...,"₹1,22,990",0,0.0,0,16 GB LPDDR5 RAM,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,0,33.78 cm (13.3 Inch) Touchscreen Display,10 hours
133,HP OMEN Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,22,804",0,0.0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,0,40.89 cm (16.1 Inch) Display,6 hours
134,DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,"₹1,22,490","₹1,39,104",1.7,3 Ratings & 0 Reviews,16 GB DDR3 RAM,512 GB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Display,12 hours
135,Lenovo Yoga S7 Carbon Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home) Yoga Slim 7 Carbon 13itl5 Th...,"₹1,22,488","₹1,74,890",0.0,0,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,0,33.78 cm (13.3 inch) Display,8 hours
136,ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core Ryzen 9 5900HS 5th Gen - (32 GB/1 TB SSD/Windows 10 Home/4 ...,"₹1,21,000","₹1,88,990",0.0,0,32 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor (5th Gen),64 bit Windows 10 Operating System,0,34.04 cm (13.4 Inch) Touchscreen Display,5 hours
137,MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,"₹1,20,990","₹1,62,990",4.2,26 Ratings & 4 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,6 hours
138,ASUS Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060- 6G...,"₹1,20,990","₹1,49,000",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),Windows 11 Operating System,0,39.62 cm (15.6 inch) Display,4 hours
139,ASUS ZenBook Duo 14 (2021) Touch Panel Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) U...,"₹1,19,990","₹1,87,608",4.5,11 Ratings & 2 Reviews,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,7 hours
140,acer Spin 7 Core i7 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,"₹1,19,990","₹1,24,900",4.0,1 Ratings & 1 Reviews,8 GB DDR3 RAM,256 GB SSD,Intel Core i7 Processor (7th Gen),"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)","Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,10 hours
141,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,19,990","₹1,81,990",4.7,15 Ratings & 1 Reviews,16 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",34.04 cm (13.4 inch) Touchscreen Display,5 hours
142,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,19,990","₹1,88,990",0.0,0,32 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,0,34.04 cm (13.4 inch) Touchscreen Display,12 hours
143,ASUS ASUS TUF Dash Series Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFo...,"₹1,19,980","₹1,75,000",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,0,39.62 cm (15.6 inch) Display,6 hours
144,HP Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) PROBOOK 440 G8 Business Laptop,"₹1,19,599","₹1,95,000",0.0,0,8 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display,7 hours
145,HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti...,"₹1,18,490","₹1,38,399",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 Inch) Display,7 hours
